gpu,commit,input_id,num_inference_steps,wall_p50_ms,wall_p99_ms,n_runs,vram_peak_mb
"NVIDIA GeForce RTX 3050 4GB Laptop GPU (4 GB, driver 591.86)",a633374,smolvla_01,10,1480.213,1695.731,20,2020.583
